Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
18343,0.51,Very Good,E,VS1,60.4,59.0,5.16,5.2,3.13,1697
24357,0.59,Very Good,G,VS1,62.5,53.0,5.46,5.35,3.38,1942
6789,1.01,Good,I,SI1,58.4,64.0,6.51,6.48,3.79,3394
26203,1.27,Ideal,H,SI1,61.7,57.0,6.95,6.93,4.28,6635
18384,0.4,Ideal,F,SI2,61.5,56.0,4.75,4.78,2.93,764
21873,1.03,Ideal,I,SI1,62.2,58.0,6.45,6.41,4.0,4434
9239,1.29,Premium,I,SI1,61.8,59.0,6.99,6.96,4.31,6429
10644,0.75,Very Good,G,SI1,62.3,59.0,5.77,5.81,3.61,2462
22197,0.52,Premium,E,VS2,62.5,60.0,5.14,5.1,3.2,1694
4931,0.3,Premium,F,VVS2,61.1,59.0,4.29,4.32,2.63,737
23447,0.5,Premium,E,VS2,58.1,61.0,5.23,5.17,3.02,1420
7026,0.51,Ideal,D,VS1,62.4,57.0,5.13,5.09,3.19,1873
16118,0.24,Very Good,E,VS1,62.4,56.0,3.96,3.97,2.47,461
22687,1.05,Ideal,G,VS1,62.5,56.0,6.48,6.54,4.07,7037
3494,1.21,Premium,G,SI2,60.3,58.0,6.96,6.9,4.18,5529
24903,1.29,Ideal,D,I1,61.3,56.0,7.05,6.99,4.3,5158
22574,2.03,Ideal,J,SI1,62.6,55.0,8.06,8.1,5.06,13357
23685,1.01,Premium,G,VS2,61.9,59.0,6.38,6.34,3.94,5864
24365,0.3,Ideal,E,SI1,62.4,57.0,4.27,4.29,2.67,499
21950,1.05,Very Good,F,VVS2,61.3,59.0,6.48,6.56,4.0,8537
14903,1.51,Premium,D,VS2,61.7,58.0,7.33,7.29,4.51,15531
26097,1.0,Good,I,SI1,65.2,56.0,6.21,6.27,4.07,3836
18910,0.5,Ideal,E,VS2,62.1,54.0,5.13,5.11,3.18,1746
11706,0.9,Ideal,E,SI1,61.9,54.0,6.19,6.22,3.84,5373
2095,1.07,Ideal,H,SI1,62.1,57.0,6.5,6.55,4.05,5220
13929,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2409
4157,0.32,Premium,G,SI1,62.6,58.0,4.35,4.31,2.71,612
12423,0.53,Very Good,D,SI2,59.3,61.0,5.26,5.29,3.13,1226
12377,0.43,Ideal,G,VS1,61.9,55.0,4.84,4.86,3.0,943
17244,0.52,Ideal,G,SI1,60.4,57.0,5.23,5.27,3.17,1354
13505,0.53,Ideal,E,VS2,61.4,56.0,5.21,5.24,3.21,1721
19703,1.01,Fair,I,SI1,65.5,58.0,6.28,6.24,4.1,3280
18193,0.32,Good,E,SI1,63.3,55.0,4.33,4.36,2.75,524
7085,1.57,Ideal,J,SI1,62.0,55.6,7.43,7.47,4.62,8035
16315,0.91,Very Good,F,SI1,62.2,57.0,6.19,6.25,3.87,4108
3441,1.24,Premium,F,SI1,62.6,59.0,6.86,6.76,4.26,6125
11402,0.26,Ideal,G,IF,62.5,57.0,4.06,4.1,2.55,605
13693,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9581
8044,0.51,Good,H,VS2,61.8,65.0,5.07,5.02,3.12,1128
19628,0.28,Ideal,F,IF,,53.0,4.18,4.19,2.62,787
8388,0.72,Premium,F,VS1,62.4,58.0,5.83,5.7,3.6,2802
25601,0.51,Premium,E,SI1,58.2,61.0,5.27,5.22,3.05,1340
22191,1.02,Premium,G,VS1,61.0,58.0,6.55,6.49,3.98,6683
18920,1.02,Very Good,G,SI2,63.1,60.0,6.41,6.34,4.02,4370
18114,1.22,Ideal,I,SI1,61.7,57.0,6.85,6.82,4.22,6012
3645,0.7,Ideal,G,SI1,60.9,57.0,5.79,5.77,3.52,2415
4636,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,827
1670,0.28,Very Good,F,VVS1,58.9,62.0,4.27,4.32,2.53,572
5432,0.39,Ideal,F,VVS2,61.2,56.0,4.7,4.75,2.89,987
11727,0.39,Ideal,E,VVS2,62.1,54.6,4.67,4.7,2.91,1100
7388,0.5,Ideal,E,SI2,62.5,57.0,5.07,5.04,3.16,1240
6114,0.58,Ideal,I,VVS1,62.3,53.0,5.38,5.4,3.36,1580
19126,0.26,Very Good,D,VVS2,60.4,59.0,4.15,4.19,2.52,597
18263,0.71,Very Good,G,VS2,60.4,61.0,5.77,5.81,3.5,2492
25758,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4137
3018,1.01,Very Good,E,VS2,61.7,56.0,6.41,6.45,3.97,5777
10668,2.5,Premium,H,SI2,62.4,59.0,8.61,8.54,5.35,15934
3711,0.62,Premium,G,I1,58.9,60.0,5.65,5.54,3.29,933
12557,0.51,Very Good,D,SI1,63.5,56.0,5.08,5.06,3.22,1574
13970,0.4,Premium,I,VVS1,59.5,59.0,4.79,4.76,2.84,1080
952,2.61,Ideal,I,SI2,62.1,56.0,8.85,8.73,5.46,18756
11075,0.38,Ideal,I,VVS1,60.6,58.0,4.69,4.71,2.85,744
17413,0.37,Ideal,J,SI1,62.2,53.0,4.63,4.67,2.89,451
10501,1.0,Premium,F,VVS2,60.6,54.0,6.56,6.52,3.96,8924
25568,0.8,Ideal,F,SI1,61.0,56.0,5.98,6.05,3.67,3137
22220,2.0,Fair,I,SI2,69.1,56.0,7.84,7.7,5.37,8736
9394,0.62,Fair,E,SI2,58.2,60.0,5.7,5.51,3.26,1435
3358,0.54,Ideal,D,SI1,60.7,56.0,5.27,5.3,3.21,1662
2196,1.01,Good,G,VS2,57.5,62.0,6.58,6.53,3.77,5701
18355,1.51,Premium,E,SI2,61.1,60.0,7.37,7.27,4.47,9513
10295,2.1,Fair,F,SI2,,69.0,8.35,8.25,4.94,16506
11843,0.35,Ideal,E,VVS1,61.8,56.0,4.5,4.53,2.79,905
23905,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,4273
13450,1.5,Very Good,H,VVS2,62.7,58.0,7.21,7.24,4.53,11303
7974,0.51,Very Good,F,VVS2,60.8,56.0,5.17,5.2,3.15,2041
15214,0.53,Ideal,H,VS2,62.6,57.0,5.17,5.15,3.23,1412
2487,0.24,Ideal,H,VVS1,61.5,55.0,3.99,4.02,2.46,504
12601,0.75,Ideal,G,VS2,61.6,55.0,5.86,5.89,3.62,3073
5765,0.32,Ideal,H,VS1,62.7,56.0,4.39,4.42,2.76,524
17307,0.38,Premium,H,VS2,60.9,60.0,4.62,4.67,2.83,700
18082,1.0,Very Good,D,SI2,63.3,56.0,6.38,6.35,4.03,4704
12478,0.36,Premium,F,SI1,61.1,59.0,4.55,4.59,2.79,600
25204,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,1175
7323,0.54,Premium,F,IF,61.9,60.0,5.26,5.21,3.24,2391
13807,0.7,Ideal,E,VS2,61.0,56.0,5.74,5.78,3.52,3504
14388,0.4,Very Good,G,VS2,63.5,56.0,4.7,4.68,2.98,1035
19295,0.33,Premium,E,VS1,61.0,55.0,4.51,4.47,2.74,1069
16042,0.42,Premium,G,VS2,59.8,58.0,4.86,4.9,2.92,847
15270,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,6733
26066,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,3920
989,0.73,Premium,F,SI1,58.7,59.0,5.97,5.92,3.49,2644
12971,0.37,Premium,D,SI1,61.9,59.0,4.62,4.65,2.87,681
4700,0.3,Ideal,E,VVS2,62.3,54.1,4.28,4.34,2.69,779
8063,0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,3170
23763,0.8,Ideal,D,VS2,61.3,56.0,5.97,6.0,3.67,4781
15947,0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,421
26636,0.53,Very Good,G,SI1,62.5,55.0,5.12,5.24,3.24,1267
18563,0.9,Good,G,VS1,63.7,56.0,6.07,6.15,3.89,4540
7222,1.01,Ideal,E,SI2,59.6,60.0,6.52,6.6,3.91,4604
12587,1.0,Premium,F,VS2,59.9,60.0,6.11,6.07,3.65,5606
1246,1.7,Ideal,F,VS2,62.3,56.0,7.61,7.65,4.75,17892
4672,0.38,Premium,E,VS2,60.5,58.0,4.7,4.66,2.83,1112
10017,0.37,Premium,E,VS1,60.4,58.0,4.61,4.66,2.8,876
14815,0.36,Very Good,H,IF,62.3,56.0,4.55,4.58,2.85,865
5900,0.9,Very Good,G,SI1,63.0,57.0,6.13,6.19,3.88,3681
3451,1.01,Very Good,D,IF,61.6,56.0,6.43,6.46,3.97,16087
21123,0.7,Very Good,F,VS1,60.0,57.0,5.8,5.87,3.5,2767
3248,0.45,Very Good,D,VS2,62.9,58.4,4.83,4.86,3.04,1311
4524,0.31,Ideal,D,SI1,62.6,56.0,4.33,4.36,2.72,571
19475,1.5,Good,H,VS2,63.9,60.0,7.17,7.22,4.6,10692
12748,1.01,Premium,G,VS1,59.9,59.0,6.48,6.51,3.89,6239
1332,1.13,Very Good,D,VVS2,61.5,58.0,6.64,6.67,4.09,13111
6156,0.53,Ideal,G,VS1,61.7,55.0,5.18,5.22,3.21,1607
21983,0.71,Premium,E,SI2,62.7,59.0,5.66,5.7,3.56,2322
6892,1.01,Premium,E,SI1,62.4,60.0,6.35,6.32,3.95,5002
26832,0.3,Ideal,G,VVS1,62.0,58.0,4.28,4.3,2.66,764
19208,0.33,Premium,I,VVS1,61.9,60.0,4.44,4.41,2.74,780
1221,0.7,Good,D,SI2,63.6,62.0,5.61,5.55,3.55,2247
17864,0.42,Ideal,G,IF,62.0,57.0,4.8,4.82,2.98,1251
21558,1.01,Premium,H,SI1,60.0,58.0,6.6,6.54,3.94,4965
19584,1.52,Very Good,I,VS2,63.3,61.0,7.27,7.23,4.59,8938
5182,0.71,Ideal,H,VS2,61.4,57.0,5.71,5.75,3.52,2522
17114,0.3,Very Good,E,SI2,61.9,58.0,4.28,4.31,2.66,421
7270,1.01,Good,H,VS1,63.8,59.0,6.34,6.3,4.03,5515
19049,1.6,Premium,F,SI2,61.1,58.0,7.57,7.53,4.61,9229
6253,0.32,Ideal,G,VS1,61.2,56.0,4.39,4.43,2.7,645
14400,1.55,Premium,I,SI1,62.5,60.0,7.33,7.35,4.59,8866
22337,0.3,Premium,E,VS2,59.1,58.0,4.39,4.37,2.59,844
11241,0.33,Premium,F,VS2,60.0,60.0,4.45,4.49,2.68,577
5427,0.4,Very Good,G,SI1,62.6,55.3,4.69,4.71,2.93,795
20814,0.42,Very Good,D,SI1,62.8,58.0,4.76,4.79,3.0,810
22257,0.78,Very Good,D,SI1,62.5,58.0,5.86,5.89,3.67,3258
18450,1.08,Ideal,G,SI2,61.8,56.0,6.54,6.6,4.06,4814
995,1.05,Ideal,I,VS2,62.2,55.8,6.49,6.52,4.04,6279
9094,0.71,Ideal,D,VS2,62.3,56.0,5.68,5.72,3.55,3137
18055,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,726
23633,1.25,Premium,H,VS1,62.7,59.0,6.82,6.86,4.29,7328
18426,1.04,Good,G,VS1,63.8,57.0,6.4,6.43,4.09,7049
4667,1.67,Ideal,I,VS1,61.2,57.0,7.69,7.66,4.7,10802
25265,0.71,Premium,F,VVS1,58.1,58.0,5.92,5.88,3.43,3347
1072,1.23,Ideal,I,SI2,62.1,56.0,6.84,6.88,4.26,5175
5650,0.5,Very Good,G,SI1,60.8,63.0,5.08,5.11,3.1,1171
26289,1.73,Ideal,E,SI1,61.9,57.0,7.74,7.66,4.77,15842
404,2.0,Good,J,I1,63.6,62.0,7.97,7.8,5.02,6521
18236,0.9,Premium,E,SI1,59.1,62.0,6.33,6.3,3.73,4385
13052,0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,367
24578,1.52,Premium,E,SI1,62.5,59.0,7.26,7.33,4.56,12305
11218,0.31,Very Good,D,VS2,61.8,57.0,4.36,4.41,2.71,734
22407,1.01,Very Good,F,SI1,62.7,57.0,6.32,6.38,3.98,5174
432,0.51,Good,D,SI2,63.9,55.0,5.1,5.04,3.24,1268
22365,1.05,Ideal,H,SI2,61.2,57.0,6.55,6.62,4.03,4331
5148,0.4,Good,I,VVS1,63.3,57.0,4.67,4.71,2.97,842
26424,1.54,Premium,H,VS2,61.0,60.0,7.46,7.42,4.54,11177
1249,0.41,Ideal,E,VS1,60.4,55.0,4.85,4.89,2.94,1115
15272,1.0,Very Good,E,SI2,63.9,57.0,6.24,6.27,4.0,4321
24362,0.35,Ideal,E,VVS1,60.7,57.0,4.53,4.57,2.76,1044
17097,1.05,Premium,E,SI1,61.8,56.0,6.57,6.5,4.04,5821
14161,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,4586
17976,0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1192
21030,1.52,Very Good,G,VS2,61.9,56.0,7.28,7.39,4.54,13161
10964,0.33,Ideal,D,VS2,61.9,57.0,4.42,4.47,2.75,781
1788,0.33,Premium,E,VS2,61.7,60.0,4.45,4.4,2.73,928
12227,0.25,Ideal,E,VVS1,62.3,53.0,4.08,4.11,2.55,783
9130,1.02,Premium,E,VVS1,61.5,59.0,6.46,6.41,3.96,11163
324,0.32,Ideal,J,IF,62.2,56.0,4.37,4.41,2.73,533
14520,0.38,Ideal,G,VS2,61.5,54.4,4.65,4.7,2.88,768
11056,1.5,Very Good,F,SI2,62.9,55.0,7.26,7.28,4.57,9817
26057,1.16,Ideal,G,VVS1,60.5,57.0,6.78,6.83,4.12,9075
15701,0.31,Ideal,F,VS2,60.8,57.0,4.41,4.38,2.67,749
8595,1.62,Premium,F,VS2,61.1,60.0,7.56,7.57,4.62,14826
7401,1.57,Premium,F,SI1,60.4,59.0,7.57,7.54,4.56,12112
16716,0.68,Good,F,VS1,60.0,60.8,5.67,5.71,3.41,2516
17445,0.4,Premium,E,SI1,60.9,60.0,4.75,4.77,2.9,737
17431,1.22,Premium,G,VS2,61.8,58.0,6.84,6.91,4.25,8213
14253,0.73,Very Good,E,VS2,63.1,55.0,5.77,5.71,3.62,3066
21438,0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,1400
12810,0.83,Very Good,E,SI1,63.5,58.0,5.93,5.98,3.78,3365
10451,0.3,Very Good,E,VS1,61.4,59.0,4.32,4.28,2.64,653
16997,1.0,Premium,E,I1,62.3,58.0,6.38,6.33,3.96,3136
11330,0.34,Premium,D,SI1,62.0,59.0,4.48,4.42,2.76,803
19799,0.7,Very Good,E,VS1,63.4,56.0,5.6,5.63,3.56,3107
6834,0.31,Premium,F,VS2,62.4,58.0,4.31,4.34,2.7,625
22904,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1656
22524,0.3,Ideal,F,VVS2,61.4,56.0,4.32,4.35,2.66,694
12735,0.37,Ideal,F,SI1,62.4,54.0,4.6,4.63,2.88,616
8535,0.41,Ideal,E,VS2,62.2,56.0,4.8,4.75,2.97,1087
23894,1.5,Premium,I,VS2,62.3,60.0,7.25,7.19,4.5,9479
4055,2.01,Very Good,I,VS2,59.6,62.0,8.17,8.25,4.89,15919
26661,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3007
9387,0.4,Ideal,F,SI1,59.8,57.0,4.82,4.85,2.89,916
14048,1.13,Very Good,H,SI2,62.7,55.0,6.61,6.69,4.17,4661
6623,0.71,Ideal,E,SI1,61.6,53.0,5.79,5.73,3.55,2258
6070,1.5,Very Good,H,SI2,62.1,59.0,7.24,7.28,4.51,7365
1202,0.34,Premium,G,VVS1,61.5,59.0,4.5,4.47,2.76,1122
4656,1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,7022
18445,0.3,Very Good,F,VS2,62.9,57.0,4.26,4.29,2.69,605
19581,0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,475
11124,1.01,Ideal,E,SI1,60.8,56.0,6.48,6.51,3.95,5534
13558,0.31,Ideal,F,VS1,60.6,56.0,4.42,4.39,2.67,872
9219,0.9,Premium,E,SI2,60.4,59.0,6.24,6.21,3.76,3856
2964,0.51,Ideal,G,VS1,61.0,55.0,5.21,5.11,3.15,1781
19059,0.54,Ideal,G,VS2,61.2,56.0,5.25,5.26,3.22,1605
24986,0.9,Fair,F,VS2,,67.0,6.29,6.24,3.73,4536
15263,0.43,Very Good,D,VS2,59.1,58.0,4.92,4.96,2.92,931
3833,0.7,Ideal,F,SI2,65.0,53.0,5.61,5.56,3.63,2394
10733,1.12,Very Good,F,VS2,62.0,58.0,6.63,6.69,4.13,6925
15949,0.35,Ideal,F,VS2,61.5,57.0,4.52,4.56,2.79,706
17812,1.23,Premium,D,SI1,62.5,58.0,6.85,6.79,4.27,7715
19306,0.48,Ideal,G,SI1,61.6,55.0,5.06,5.1,3.13,1145
24021,0.6,Fair,G,SI1,64.5,56.0,5.27,5.24,3.39,1305
16696,0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,1383
19664,0.5,Ideal,H,SI1,59.2,62.0,5.17,5.2,3.07,1160
5606,1.0,Premium,E,VS1,59.1,59.0,6.56,6.51,3.86,8176
19375,1.08,Ideal,G,SI1,61.4,56.0,6.62,6.6,4.06,4771
11982,0.9,Very Good,D,VS1,60.3,58.0,6.23,6.28,3.77,5331
26638,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,702
23631,0.7,Ideal,H,VS1,61.9,55.0,5.66,5.72,3.52,2484
16137,0.34,Ideal,G,VS1,60.6,57.0,4.52,4.57,2.75,720
13487,1.1,Very Good,H,VS2,63.1,57.0,6.6,6.52,4.14,5729
17374,0.41,Ideal,E,VS1,61.4,55.0,4.8,4.84,2.96,1007
3460,1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,6223
12125,0.7,Very Good,I,VS1,62.4,58.0,5.62,5.67,3.52,1971
3420,0.28,Very Good,E,VVS2,60.0,56.0,4.26,4.28,2.56,642
18876,0.75,Premium,J,VS1,61.6,57.0,5.88,5.84,3.61,1998
26349,0.51,Very Good,J,VS2,63.1,56.0,5.13,5.1,3.23,1080
9589,0.26,Very Good,H,VVS2,62.5,56.0,4.07,4.09,2.55,486
19414,0.73,Premium,G,VS2,60.7,58.0,5.87,5.82,3.55,2770
3414,1.5,Very Good,F,VS2,63.9,57.0,7.16,7.23,4.6,13037
24149,0.3,Premium,H,VS1,62.1,59.0,4.28,4.25,2.65,630
24392,0.35,Ideal,D,SI2,62.4,55.0,4.53,4.54,2.83,522
22746,0.72,Ideal,E,VS2,60.6,57.0,5.85,5.83,3.54,3145
23582,1.5,Very Good,H,VS2,63.2,58.0,7.26,7.21,4.57,7484
11654,0.43,Good,F,SI1,63.8,57.0,4.82,4.8,3.07,948
20435,0.74,Good,D,VVS1,59.2,62.6,5.85,5.87,3.47,4274
13011,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,823
6216,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,2130
13825,1.0,Premium,J,SI1,60.8,58.0,6.44,6.39,3.9,3780
11740,0.72,Very Good,G,SI1,62.4,59.0,5.67,5.7,3.55,2482
21307,1.06,Ideal,I,VS1,62.0,55.0,6.55,6.58,4.07,5577
22213,0.53,Ideal,D,VS2,61.4,55.0,5.24,5.21,3.21,1704
10107,0.43,Ideal,G,IF,61.3,56.0,4.86,4.9,2.99,1318
15589,1.0,Ideal,F,SI1,62.7,57.0,6.44,6.38,4.02,5221
21208,1.5,Very Good,H,SI2,63.1,57.0,7.16,7.27,4.55,7495
25053,0.93,Good,D,SI1,63.8,59.0,6.21,6.15,3.94,3812
24608,1.01,Good,H,VS2,60.8,61.0,6.43,6.5,3.93,5229
1057,0.23,Very Good,E,VVS2,61.9,57.0,3.91,3.94,2.43,505
11163,1.0,Fair,E,VS2,57.4,58.0,6.57,6.64,3.79,6268
2855,0.71,Ideal,H,SI2,,57.0,5.66,5.69,3.56,2178
8131,0.7,Very Good,G,SI2,62.6,56.0,5.65,5.69,3.55,2058
5460,1.02,Good,J,SI2,63.4,56.0,6.36,6.42,4.05,3534
25750,0.51,Ideal,E,SI1,61.5,57.0,5.11,5.16,3.16,1682
12940,0.77,Fair,J,SI1,60.2,66.0,5.97,5.81,3.55,1956
19165,0.52,Premium,G,SI1,59.6,62.0,5.23,5.18,3.1,1338
3143,0.42,Very Good,F,SI1,62.9,57.0,4.73,4.77,2.99,773
26394,0.3,Premium,G,SI2,58.1,61.0,4.47,4.41,2.58,506
21160,2.01,Good,H,I1,61.7,63.0,7.91,7.94,4.89,7959
20355,1.09,Very Good,I,VS2,62.0,56.0,6.57,6.59,4.08,4959
7883,0.35,Good,F,SI2,,56.0,4.48,4.45,2.85,591
5203,0.42,Ideal,D,VS1,61.1,57.0,4.81,4.84,2.95,1179
14461,0.9,Premium,G,VS2,60.8,61.0,6.22,6.12,3.75,4259
10118,1.07,Very Good,H,VS2,62.7,57.0,6.48,6.53,4.08,5264
9050,1.02,Ideal,H,VVS2,60.9,57.0,6.49,6.44,3.94,4798
6228,0.91,Ideal,F,SI2,60.9,57.0,6.27,6.3,3.83,3588
9826,1.02,Premium,F,SI2,60.4,60.0,6.53,6.49,3.93,4238
12707,0.38,Ideal,H,VVS1,61.2,57.0,4.65,4.67,2.85,903
9827,0.45,Ideal,G,VVS2,61.8,57.0,4.9,4.94,3.04,1105
11542,0.74,Premium,F,VS2,,58.0,5.77,5.72,3.58,2560
2904,0.86,Ideal,D,SI2,60.2,56.0,6.16,6.19,3.72,3284
25912,0.71,Ideal,E,VS1,62.0,56.0,5.72,5.74,3.55,3516
12425,0.7,Premium,H,SI1,60.9,62.0,5.72,5.65,3.46,2331
23246,0.3,Ideal,D,VVS2,59.4,60.0,4.39,4.47,2.63,802
21900,0.59,Ideal,G,SI1,62.3,55.0,5.37,5.39,3.35,1431
22377,1.52,Fair,H,I1,69.7,55.0,6.92,6.89,4.81,4648
25225,0.46,Ideal,G,SI1,62.0,53.0,4.99,5.04,3.11,930
24993,0.32,Ideal,G,IF,61.5,55.0,4.4,4.42,2.71,905
9340,1.0,Premium,F,VS2,62.2,57.0,6.43,6.4,3.99,6296
1613,1.52,Ideal,G,VS2,62.8,54.0,7.3,7.36,4.61,13809
10623,0.33,Very Good,I,VS1,63.1,56.0,4.4,4.38,2.77,668
10555,2.0,Fair,H,SI2,65.2,55.0,7.9,7.85,5.13,11600
5581,0.28,Ideal,H,VS1,62.2,54.0,4.19,4.23,2.62,462
9872,0.71,Premium,H,VS2,61.3,59.0,5.74,5.77,3.53,2363
22578,2.31,Very Good,I,SI1,62.5,55.0,8.39,8.44,5.26,17715
7163,1.38,Very Good,F,VS1,61.4,61.0,7.1,7.14,4.37,11286
19373,0.41,Ideal,F,VVS1,61.3,54.0,4.79,4.84,2.95,1196
6918,1.29,Very Good,G,SI2,63.3,61.0,6.84,6.8,4.32,4937
18073,1.03,Ideal,G,SI1,60.3,58.0,6.57,6.62,3.98,5143
25398,1.71,Ideal,J,VS1,61.6,57.0,7.67,7.62,4.71,10821
17669,0.97,Very Good,G,SI2,59.8,58.0,6.38,6.42,3.83,3960
21751,1.01,Very Good,G,SI1,60.2,58.0,6.5,6.59,3.94,4719
1534,1.06,Ideal,E,SI1,58.8,57.0,6.71,6.66,3.93,5877
14188,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,14588
18759,0.81,Ideal,E,SI2,61.4,57.0,6.0,5.97,3.68,2673
19879,0.7,Good,E,SI2,56.9,63.0,5.78,5.71,3.27,1758
6763,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,3952
16378,1.0,Good,G,SI2,57.4,60.0,6.63,6.53,3.78,3941
18323,0.9,Ideal,H,VS1,60.9,56.0,6.25,6.27,3.81,5013
5926,0.54,Ideal,D,SI1,60.8,57.0,5.25,5.31,3.21,1662
19675,0.51,Good,E,SI1,63.9,54.0,5.09,5.05,3.24,1443
18805,0.26,Ideal,E,VVS2,61.3,57.0,4.12,4.15,2.53,733
5135,0.72,Ideal,F,VS2,59.5,57.0,5.91,5.86,3.5,2863
12836,0.56,Ideal,D,VS1,61.7,56.0,5.3,5.33,3.28,1924
24063,2.04,Ideal,H,SI2,61.5,57.0,8.15,8.18,5.02,16800
15896,0.39,Ideal,G,VS1,61.3,56.0,4.68,4.71,2.88,752
12259,0.51,Very Good,E,VS2,60.2,62.0,5.16,5.27,3.14,1393
3368,0.36,Ideal,D,VVS2,62.0,54.0,4.57,4.63,2.85,1033
20568,0.59,Very Good,I,VS2,62.4,58.4,5.3,5.36,3.32,1392
13792,1.15,Good,H,VS1,64.3,54.0,6.66,6.62,4.27,5935
14217,0.77,Premium,J,SI1,61.8,59.0,5.86,5.82,3.61,2010
18340,0.7,Ideal,H,SI2,63.1,54.0,5.64,5.68,3.57,1973
6824,0.53,Ideal,G,VS1,61.7,55.0,5.22,5.18,3.21,1727
21515,0.53,Ideal,F,VS1,62.1,57.0,5.21,5.16,3.22,1908
112,1.39,Premium,G,VS2,62.0,56.0,7.18,7.14,4.44,8874
6663,0.34,Ideal,E,VS1,60.8,57.0,4.49,4.53,2.74,805
852,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,803
14969,0.51,Very Good,F,VVS2,62.0,55.0,5.11,5.14,3.17,2041
12149,0.7,Ideal,G,VVS1,62.8,57.0,5.63,5.68,3.55,3165
17172,1.53,Premium,G,VS2,59.9,61.0,7.54,7.45,4.49,13206
11767,0.35,Ideal,G,SI1,61.8,55.0,4.54,4.56,2.81,503
26522,0.93,Premium,F,I1,61.3,59.0,6.27,6.22,3.83,2396
2385,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,15375
6598,0.41,Very Good,F,IF,61.6,58.0,4.75,4.79,2.94,1313
24358,1.28,Premium,H,SI1,62.7,58.0,6.88,6.94,4.33,6580
5814,1.55,Ideal,E,VS2,61.9,58.0,7.39,7.45,4.59,15293
20701,0.71,Very Good,G,SI1,62.7,58.0,5.7,5.72,3.58,2274
2665,0.55,Ideal,F,VS2,61.4,56.0,5.28,5.31,3.25,1715
25381,0.9,Ideal,I,SI1,61.6,55.0,6.2,6.22,3.82,3908
14944,0.9,Very Good,E,SI1,62.9,57.0,6.11,6.17,3.86,3510
6112,1.1,Very Good,F,VS2,63.5,55.0,6.58,6.52,4.16,5218
26833,0.3,Very Good,D,VS2,62.4,56.0,4.27,4.32,2.68,710
3838,2.06,Ideal,I,SI2,62.4,55.0,8.1,8.14,5.07,14120
22762,1.55,Very Good,G,SI2,61.9,60.0,7.31,7.36,4.54,8873
831,0.37,Ideal,H,IF,61.7,53.0,4.66,4.68,2.88,936
4605,0.34,Ideal,G,VVS1,61.7,56.0,4.5,4.55,2.79,863
12366,0.3,Ideal,F,VS2,62.7,57.0,4.27,4.31,2.69,605
18383,1.23,Ideal,H,SI2,62.1,55.9,6.82,6.85,4.24,6088
26637,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,7371
26654,0.55,Ideal,H,SI1,61.5,54.0,5.3,5.33,3.27,1134
21746,0.34,Very Good,H,VS2,60.0,58.0,4.52,4.56,2.72,521
5012,0.31,Ideal,G,VVS1,61.5,55.0,4.39,4.42,2.71,789
11365,0.71,Ideal,H,IF,63.0,57.0,5.68,5.72,3.59,3354
19198,0.32,Premium,G,VS2,59.8,59.0,4.48,4.52,2.69,561
25680,0.3,Very Good,E,VS2,61.6,61.0,4.26,4.31,2.64,585
9981,1.5,Very Good,E,SI2,62.1,59.0,7.26,7.33,4.53,9548
25576,0.43,Very Good,E,VVS2,59.3,59.0,4.95,4.97,2.94,1291
2584,0.72,Premium,F,SI2,61.7,58.0,5.73,5.78,3.55,2058
14398,1.04,Premium,H,VS2,58.7,62.0,6.67,6.65,3.91,4477
